Index, TweetID,Tweet,Biased,Timestamp,Username
37,@mehdirhasan @pappe54 Israeli historian Ilan Pappe tells the audience historically Jews were treated far better in the Arab world than they were in the Christian world ...until the rise of Zionist ideology https://t.co/RTqdnsI8kO,0,2013-03-14 19:29:32,1WhiteRabbitt
38,"@ChaosIsMel I can't understand how trade and military relations between China and Israel have grown dramatically since the 1990s, and that's not a problem with the United States",0,2013-07-26 19:04:02,1WhiteRabbitt
39,"Every brainwashed lefty Jew needs to read this thread. People often ask me why so many Jews are on Left. The answer is when Left was good, as in fighting for equality (for black people, women, gays, etc.), Jews were on front lines. The New Left has nothing to do with equality. https://t.co/j16AEohInz",0,2013-07-09 10:43:25,1l8SdZ6ZQWmQ1j0
40,RT @seanmdav: New York Citys mayor just ordered police to start rounding up Jews. https://t.co/87IeFFk2yc,0,2013-05-20 00:40:33,1l8SdZ6ZQWmQ1j0
41,"@ArielElyseGold Ariel, you've just blamed Zionism for the 2019 massacre of Jews. You're clearly projecting when you https://t.co/2uUnSUFPPQ",0,2013-11-22 08:34:47,1l8SdZ6ZQWmQ1j0
42,RT @TrailblazersOfL: Faye Schulman Dies; Fought Nazis With a Rifle and a Camera. She joined the Resistance brigade after her family was executed and used her photographs as proof of German barbarity and Jews determination to fight back. https://t.co/Ll3MZCAYS1,0,2013-06-05 11:45:03,1l8SdZ6ZQWmQ1j0
43,"@Johnthepol @AmbDennisRoss Unfortunately racism exists in every group, and it should never be justified. If you see what they teach children in religious schools in Israel or hear the shear racism in Israel you will be appalled, and think do they represent the largely liberal freedom loving American Jews!",0,2013-09-03 20:57:21,1l8SdZ6ZQWmQ1j0
44,RT @bout_yee: @BelTel The city of culture where everyone is welcome except Protestants &amp; Jews. #WhoKnew,0,2012-12-21 22:59:38,1l8SdZ6ZQWmQ1j0
45,"Growing up Jewish I have encountered a lot. \n\n""The holocaust is a hoax""\n\n""Jews were born to be slaves""\n\n""Theres no such thing as Jewish blood"" \n\nIm not normally vocal about my heritage because of this but it's time to stand up. \n\nWe must abolish white supremacy. Stand united.",0,2013-03-12 08:09:05,1l8SdZ6ZQWmQ1j0
46,btw historically jews have been blamed for plagues before...\ninsane how this shit keeps REPEATING ITSELF https://t.co/zMhzzB6HeM,0,2013-06-27 20:22:13,1l8SdZ6ZQWmQ1j0
47,"2021 Predictions: Jared will be the first to flee, he will settle in Israel. He has always secretly despised the Trump clan and has a dossier wider than his hips on all of them. @realDonaldTrump",0,2013-09-05 06:05:24,1prachi2
48,"I doubt the sincerity of your antifascism since you recently seemed to condone calling jews ""zionazis"". And lectured them about what constitutes ""real antisemitism"" https://t.co/PsmjzO1vrF",0,2013-05-29 01:15:00,1prachi2
49,"For african christians Israel is their source of God's words. China is their source of products, France/UK is for their education, Canada is their refugee camp, USA is their source of income, Dubai is their look alike paradise. Heaven is their home.",0,2013-09-12 16:13:49,1prachi2
50,RT @BenMFreeman: Yesterday was #IndigenousPeoplesDay! It is important to remember that this includes Jews. The UN categorises indigeneity in 7 ways. 1. Self- identification - Jews acknowledge and celebrate our connection to the Land of Israel and understand we are native to this land,0,2013-11-04 14:45:45,1prachi2
51,"RT @AuschwitzMuseum: 6 December 1942 | A transport of 811 Jews deported from Westerbork in the German-occupied Netherlands arrived at #Auschwitz. After the selection 16 men were registered, the remaining 795 were murdered in gas chambers. Alexander van der Stam and his mother Flora were among them. https://t.co/qC6N1SESVS",0,2013-10-28 14:28:53,1prachi2
52, I guarantee that #randum The media's biased view of kikes sadly is an example of Malcolm Turnbull :) Fad :( 🌐 🌎 🈴 🍄 🚆 🌞 👡 🐣 ⛲ 🔴 🙇 🍄,1,2013-05-01 12:47:04,360CNN
53,@JackPosobiec You mean besides hating Jews and Israel????,0,2013-03-12 11:57:07,360CNN
54,"Oh no, they just brought up Israel and the Jews...this is gonna get messy",0,2013-10-01 03:34:54,360CNN
55,"The ADL admitting that they are warmongers, communists, globalists, and hate our country. What they canâ€™t fathom is the fact that not all Jews think the same way they do. Sounds antisemitic. https://t.co/d9SItVQLuB",1,2013-09-24 06:12:47,360CNN
56,@codepink Since Zionazi #terrorUSt$ ideologues of #USrael have yet to get the U.S. beyond economic war sanctions on https://t.co/L0A7A3fw02,1,2013-05-12 11:03:32,360CNN
57,"@RealSpartacus10 ""I am now writing anther letter to the Prime Minister asking him to expel all Jews, except Jon Lansman &amp; members of JVL""",0,2013-07-09 09:14:30,360CNN
58,"25 February 1943 | A transport of 1,101 Jews - 413 men &amp; 688 women - deported from #Westerbork in German-occupied #Netherlands arrived at #Auschwitz. SS doctors sent 57 men &amp; 30 women to the camp. The remaining 1,014 people were murdered in gas chambers.",0,2013-01-15 11:39:28,360CNN
59,"Why are you all surprised? Those who overthrew the only democratically elected Egyptian leader are absolutely going to normalize with Assad. Their enemy is not Iran nor Israel, it's Freedom and Democracy in the Middle East https://t.co/8RQ0f7AoZA",0,2013-08-11 15:51:23,360CNN
60,@NikaMelkozerova This is the fucking obscene of the Israel Apartheid regime.,1,2013-02-16 01:35:02,360CNN
61,"RT @OnlinePalEng: In a tweet, Former Australian foreign minister Bob Carr wrote, â€œOf course Israel practices apartheid.â€ https://t.co/iEhWlTMZm1",1,2013-04-04 06:42:08,360CNN
62,@amused_voter @LBCNews Just like the Polish Jews in 1930s Germany... according to German newspapers at the time.\nGoogle 'Die Stürmer'.,1,2013-05-26 09:36:58,360CNN
63,"@backtolife_2023 I'm sure the Gestapo would similarly have found no evidence of Jews being gassed in concentration camps, if anyone had asked them.",0,2013-05-14 01:10:04,360CNN
64,@KyrieIrving Jews hate gentiles.,1,2013-03-19 11:50:34,360CNN
65,@RationalDis @SamWhite_2020 I’m always confounded by Christians blaming the Jews for the death of their Christian messiah. Do they not realize Jesus was Jewish? Jesus was killed b/c he was publicly speaking out against aspects of his Jewish faith. He wasn’t “Christian” b/c that religion arose after he died.,0,2013-08-31 22:18:40,360CNN
66,"""Jews""&gt;\n""Juden""&gt;\n""Kikes""&gt;\n""Rothschilds""&gt;\n""Vermin""&gt;\n""Yids""&gt;\n""Zios""&gt;\n""Zionists""&gt;\n&gt;GnasherJews\n\nThe evolution of antisemitism. Call us what you like, but we always know what you mean.\n\n#IAmGnasherJew https://t.co/DhIK0IiSir",0,2013-02-14 17:39:20,360CNN
67,"On the one year anniversary of the Jersey City shooting, Blacks and Jews reflect on how tragedy sparked unity, @deenayellin reports.\n\n https://t.co/dI065lEO3i",0,2013-07-21 23:32:52,360CNN
68,RT @AJEnglish: UPDATE: Israeli police have stormed Al-Aqsa Mosque compound and fired tear gas at Palestinians celebrating the ceasefire in Gaza. ðŸ”´ Follow our LIVE blog for the latest: https://t.co/v8UKhitk1T https://t.co/lF4YOKxBq4,0,2013-04-11 06:15:20,360CNN
69,"Palestinian children cry in horror as Israeli apartheid forces beat, choke and arrest their father in front of them. No child or parent should ever endure this, yet in Palestine this is a daily occurrence. Apartheid Israel is the anti-thesis of humanity. https://t.co/pXODDCBpU5",1,2013-01-18 09:26:46,360CNN
70,@GonenYonatan 🙏🇮🇳🛕🕍🇮🇱🙏\nHoli Celebrations or any Hindu Celebrations are incomplete without wishing our dearest Great Sisters &amp; Brothers of Great @Israel \n@MayaKadosh @KobbiShoshani @danielocarmon @israelinMumbai @IsraeliPM @Indians4Israel @IDF @israelpolice @IsraelMFA @netanyahu \n \n#JaiHind,0,2013-07-17 04:31:24,4440dc66ee4b45a
71,@kikes12 @EACCKenya Kikes you'll get Justice..Never relent!,0,2013-08-29 03:45:10,4440dc66ee4b45a
72,God told me to eat like Israel,0,2013-08-04 23:35:06,4440dc66ee4b45a
73,"Nazis called Jews “vermin”, Hutus called Tutsis “cockroaches”, Catalonia’s president Torra called Spaniards “hyenas”, Trump calls asylum-seekers “animals”\nDehumanizing people is the first step to take away their rights, even their lives\nhttps://t.co/W8J9KtwJ61",0,2013-07-25 20:42:01,4440dc66ee4b45a
74,RT @IGOT7NOWPH: I Want U Around ITUNES - 29 x#1'sðŸ”¥ #ï¸âƒ£ 1 - ISRAELðŸ†• @yugyeom ðŸ‘ðŸ‘ðŸŽŠ #YUGYEOM_IWantUAround #ìœ ê²¸_ì•„ì´ì›íŠ¸ìœ ì–´ë¼ìš´ë“œ #PointOfViewU #GOT7 #ê°“ì„¸ë¸ @GOT7Official https://t.co/v04uxJoB17,0,2013-08-07 09:29:30,47gingie
75,"@ReginaldODonog1 @Paracelsus1092 Why? It is not just context that indicates a scriptural intention, otherwise not even Jews can use their scriptures.",0,2013-04-15 12:22:11,47gingie
76,@houmousstan @ukrianianjew @babyxcommie They slaughterd Jews way before there was any Israel. Just stfu.\nhttps://t.co/fUwmBuVuA7 https://t.co/pcn384j6Q8,0,2013-05-04 03:41:30,47gingie
77,"hey @jbennet want to run the ""counter-argument"" that black americans are only 3/5 human, or maybe that jews should be in camps? because there are plenty of assholes who would write those op-eds.",0,2013-11-28 12:57:20,47gingie
78,Two elderly men died right after the Covid shots: 1 in Sweden and 1 in Israel. And all the msm can say is: well they were old and sick anyway. Unbelievable.,0,2013-03-07 03:49:50,47gingie
79,Are we gonna see sanctions against Israel? https://t.co/eA0Qs69Rua,0,2013-03-25 20:21:43,47gingie
80,RT @israel_obasola: Breakfast Wars: The F**k boy Awakens https://t.co/uzRKsjWfH0,0,2013-09-30 10:26:42,48hours
81,"@tinioril Uncritically spreading a false allegation of Jews killing children and refusing apology is something idiots do, not members of Congress. Again, I might be more forgiving if this wasn’t a clear pattern of behavior from her",0,2012-12-04 22:47:07,48hours
82,"Hebrew Bible, Gift for Soldiers #Zahal IDF #Judaica Israel 1993, With dedication https://t.co/oLnUUP5Kvr #booksandzines #book #blue #white #bookinhebrew #vintagehebrewbook #theholybible #jewishbible #oldtestament #IDF https://t.co/0C0FGOH4Gt",0,2013-09-12 06:19:38,48hours
83,@AmichaiStein1 @narendramodi Long live Indo-Israel friendship 👌,0,2013-01-22 16:38:32,48hours
84,"@RepFarnesworth @AndrewManagh @kevinomccarthy @SenateGOP @RonPaul @Jim_Jordan @BernardKerik @DonaldJTrumpJr @kayleighmcenany @DanScavino @StephenM @parscale @CommodusJTrump @FearThouNot @Ann_marie1231 @MeasuredAccoun1 @THEFXR1 @ACTBrigitte @jenfleros @MELANIATRUMP @HillaryClinton My wife and sister were at the Holocaust Museum yesterday, and the exhibit started at early stage as the Jews in Germany went about their lives. \nHow they would put their media put lies out, long before they took them. \nEverything happening to us started happened to them.",0,2013-01-09 23:13:28,49tech
85,RT @vosterzion: musLims AnD JEwS lIved ToGether In HarmONy https://t.co/7Rv2pEdhV8,0,2013-05-26 10:57:07,49tech
86,Palestinians Ramp Up Incitement to Murder Jews during pandemic https://t.co/bXhV1386Sm via @JewishPress,0,2012-12-03 03:06:48,511Ian
87,"Today we honor the memories of the 6 million Jews who lost their lives during the Holocaust. As we do so, it is imperative that we never forget the lessons learned so that �never again� remains a reality. #HolocaustRemembranceDay",0,2013-10-11 07:54:37,511Ian
88,"Ukraine not a far away place to me. 10 years ago we filmed - unforgettably for us - episode 4 of Story of the Jews there, in Odesa, ( a wonderfully lively Friday night) Berdychiv, and the beautiful cemetery and synagogue of Sataniv. Hoping and praying a calamity won't happen.",0,2013-02-10 21:25:55,511Ian
89,"'Meet a Jew': Feeling like targets, these Jews are taking their case to the streets of N.Y.C. https://t.co/XoJfSZnkoA",0,2013-04-28 13:57:47,5XKqGWotYa06Zgj
90,Testing accelerated for COVID-19 vaccine developed by Beth Israel and Johnson &amp; Johnson https://t.co/zv89TvOXMv,0,2013-10-02 01:01:13,5XKqGWotYa06Zgj
91,‘The Mexicans are the new Jews’ — Music legend Linda Ronstadt isn’t afraid of comparing Trump to Hitler https://t.co/w1QzElGBCZ,0,2013-02-20 18:04:41,60s_chic
92,Bernie Sanders calls Israelâ€™s government â€œracist.â€\n\n https://t.co/L4U8IWIVuC,0,2013-08-10 14:06:38,60s_chic
93,Millions lined up to see ?@realDonaldTrump? in India. Most amazing thing Ive ever seen. I called him King of Jews. Liberals were horrified. Well dont look now but...looks like hes become King of World. More proof liberals are idiots. https://t.co/IvllWCfoAL,0,2013-04-05 06:51:30,70DayDenial
94,"One of many human rights violation by Soleimani, Iranians henchman. For centuries over 100ks of Christians and Jews lived in Iran until 1979. Last year an Iranian pastor, 8 other Christians sentenced to 5 years in prison for converting to Christianity https://t.co/qJt0GGboIR",0,2013-05-29 07:19:48,70DayDenial
95,"@GregOrigins @RobertM93220082 @Win242848 @Mattmal911 @spectatorindex Partially. Was watching some history videos about... 7day war it was I think. There were three decisive things happening at the time. Arabian coordination was absolute garbage, Israel army was fighting tooth and nail and constant UN meddling.",0,2013-04-13 06:47:12,70DayDenial
96,"RT @RanbirS11414092: You can always spot the white elite left-wing neo-racist. Take William Dalrymple. Rages against Hindu existence in India, shows solidarity with Hamas controlled areas, and joins hands with jihadists waging holy war on Hindu and Jews. All apparently to combat racism!",0,2013-09-21 13:07:55,70DayDenial
97,"While alarming, violent Israeli attacks in Jenin are not unusual. \n\nIsrael has a history of using collective punishment against Palestinians living in the occupied Palestinian city.",0,2013-01-01 08:49:20,70DayDenial
98,A Parliamentary delegation from Israel led by Speaker of Knesset Mr Amir Ohana called on President Droupadi Murmu. The President noted that wide-ranging India-Israel collaboration in research &amp; innovation has boosted the 'Make in Indiaâ€™ initiative. ðŸ‡®ðŸ‡³ðŸ‡®ðŸ‡± https://t.co/CX2ULSt9qK https://t.co/cgY52LZKMH,0,2013-07-20 18:17:59,70DayDenial
99,"21. And all the men of his city shall stone him with stones, that he die: so shalt thou put evil away from among you; and all Israel shall hear, and fear.\nDeu 21:21 KJV",0,2013-10-08 05:29:09,70DayDenial
100,The American Money Tree: The Untold Story of US Aid to Israel https://t.co/w3GnUazEXA,0,2013-11-03 19:52:19,70DayDenial
101,@efenigson @BearShai What and why are you protesting? And why are so many protestors maskless? You don't need to wear masks in Israel?,0,2013-06-30 12:46:01,70DayDenial
102,"@richterscale I love the concept. It will happen in the US right after pigs fly. \nWe're all Prots here, including atheists, Muslims, Jews, Catholics!",0,2013-11-24 16:26:11,70DayDenial
103,"In the summer of 1938, small ads starting appearing in the Manchester Guardian from Jews in Nazi-run Vienna looking for families in Britain to take in their children. My dad was one of them and was saved. I set out to find what happened to the others.\n\nhttps://t.co/IrGoWJICzr",0,2013-01-31 05:30:56,7seefar
104,The FBI and President Biden gaslighted the anti-Semitic bigotry that propelled an Islamic terrorist to take 4 Jews hostage during Shabbat services at Beth Israel Congregation in Coleyville. I discuss why they did this in my new @NewsweekOpinion column.\nhttps://t.co/2nOkm0Jmcq,0,2012-12-05 00:36:12,8_proverbs
105,"BREAKING: #GazaUnderAttack Israel Renewed It’s Attacks On Gaza, East Of Beit Lahia (Northern Gaza), for the 10th night in a row.\n\nGaza armed groups have just fired rockets into Sderot, successfully overcoming Israeli air defences and hitting a home, 4 injured (most panic attacks)",0,2013-01-15 03:56:55,8_proverbs
106,RT @v2muli: â€œIâ€™M SORRY AMBASSADOR-â€œ BBC have snapped on Israelâ€™s ambassador to the UK ðŸ™ŒðŸ¼ https://t.co/tMHVwg5wHp,0,2013-03-20 01:26:38,91LTCHANGES
107,"RT @HolocaustMuseum: Anne Frank is among the most well-known of the six million Jews who died in the Holocaust. For many students around the world, her diary is the first encounter they have with the history of Nazi Germany's attempt to murder all the Jews of Europe during World War II.",0,2013-09-05 08:31:40,91LTCHANGES
108,"The 3 group of #Jews who settled in #Albania were Sabbataen Jews in the 17th century. who, after the fall of their rabbi, Sabbatai Zevi, found refuge in the city of Berat. https://t.co/A6R7TgEN14 https://t.co/AScPsLh4TQ",0,2012-12-11 04:50:26,93Fashionista
109,"Lord, Please continue to use thy servant, President Trump to protect the Unborn. Continue to use him to Bless Israel.\nUse him to lead America Righteously for the next 4yrs.\nGrant President Trump a Red Sea Deliverance.\nMay the whole world stand in awe.\nIn Jesus name, Amen.",0,2013-07-19 11:42:02,93Fashionista
110,RT @ashleyblair21: they represent at most 7% of Jews (and probably less than that) but sure great take,0,2013-09-08 16:53:22,93Fashionista
111,@MrMatocikala @nypost Get over it. Jews have been persecuted since the dawn of time and much more harshly. They never use it as an excuse to act like an uncivilized animal.,0,2013-10-22 10:10:46,93Fashionista
112,Labour forums are using Nazi conspiracies about Jews to blame us for Coronavirus https://t.co/iuU2j3k4Yt,0,2013-07-22 02:54:22,93Fashionista
113,"Jews are Semitic. The Middle East is where we are from, which is technically Asia. If you think Jews and Arabs are white, just unfollow. Yall are making My headache worse with your backward fucking logic. White people? Nows your chance, cuz I got a fuckin bone to pick. https://t.co/XQhMPJk3xi",0,2012-12-16 10:38:17,999veronica999
114,"Mandate systems. All of which transferred to Article 80 of the UN Charter. From 1920, pro-Nazi Haj Amin al-Husseini, incited Arabs to massacre Jews ie Arab attacks on Jews PREDATED modern Israel.\n1920: Nebi Musa\n1929: Hebron, 1st Jewish Capital, massacre. Jews ethnically cleansed https://t.co/Q3SoXjFjR1",0,2013-09-08 00:59:49,AAfoso
115,@SecBlinken @Isaac_Herzog Every day the Israel occupation impose sanctions and force the Palestinian people to respect them. Why you don't care about the Palestinian right as you care about those evil people?!!ðŸ¤¨ðŸ¤¨ðŸ˜•ðŸ˜’,1,2013-07-31 02:44:22,AAfoso
116,"Ahmed Manasra: Israel took his childhood away!!\n\nAhmad was detained at 13 Years old, and he is now 21 years old. \n\nManasra, like many Palestinian children before him, had his childhood stolen &amp; has a blind eye turned towards him &amp; his story by the world. \nhttps://t.co/roIVaPhRYb",1,2013-04-03 11:47:05,AAfoso
117,The ZioNazis are the best students of the Nazis; they learned from them all shades of racism and crimes and today they are the masters of evil on earth https://t.co/Bu3O1naIp6 https://t.co/LiKI7zsKQf,1,2013-02-23 03:28:29,AAfoso
118,Yesterday Israel shot dead a 14 yr/o Palestinian kid Qusai Radwan Yousef Wakid.â€¼ï¸â€¼ï¸Who is going to stop Israel. https://t.co/a8q29bxmvh,1,2013-06-04 11:53:01,AAfoso
119,@JNS_org @michellemalkin @NickJFuentes @DailyCaller @ScottMGreer Why do people hate Jews so much?,0,2013-09-13 23:18:09,AAfoso
120,"Maybe Tommeh could go live in Israel? He loves it so much, says hes a Zionazi and poses with the IDF. Hed be per https://t.co/ZGfzxiRoWk",1,2013-04-06 05:42:42,AAfoso
121,@HSajwanization The Arabs have almost surrendered since the UAE-Israel agreement.� The banner of Islam against the Jews will now be entirely the responsibility of the non-Jews.� May Allah bless you.� Amen,1,2013-06-15 17:21:13,AAfoso
122,"Vaccinated or not you can still catch the vaccine and pass it. Look at Israel and other highly Vaccinated countries, meaning this is just something to divide people and a way to force their agendas on the world. Think for yourself and do your own research before it's illegal.",1,2013-06-26 15:49:10,AAfoso
123,shame on you Israel.. Israel is a terrorist sate. we have end israel for the peace of world.\n#werejectworldmap,1,2013-09-13 02:37:20,AAfoso
124,"Iron Dome, like other missile defense systems, was co-developed by the US and Israel. The research that went into the design of this system is shared between our two countries and can be used to protect our bases abroad, in addition to Israeli civilians in their homes. (3/5)",0,2013-10-06 06:53:17,AAfoso
125,"The model of the entire class is “See this footage of Jews being loaded into cattle cars? Here’s footage of German POWs being sent to Siberia. Pretty similar, huh?”",0,2013-07-08 02:10:50,AAfoso
126,"In the Qur'an, when a commandment is given by mentioning the Children of Israel, it means that this commandment is not new; it was given to them and it is relevant to us as well.\n#ItikafCity2023 #Ø´ÛØ±_Ø§Ø¹ØªÚ©Ø§Ù2023 #RamadanKareem",0,2013-11-25 03:29:57,AAfoso
127,We condemn the racist Apartheid state of Israel for continuing with its relentless war against the people of Palestine. We demand an end to sanctions in Gaza!\n#EndSanctionsSaveLives\n@antiimperial_20 \n@tri_continental \n@SAFTU_media @BDSmovement @PSCABI_Gaza @IAW_Africa https://t.co/UmPVvrXKVU,1,2013-11-01 01:56:38,AAfoso
