Timestamp,Biased,Username,Tweet,Users Followed
2013-09-25 06:57:57,1,19keys_,"Israel isnâ€™t defending itself, itâ€™s defending its illegal occupation of Palestinian land.\n\nArmed home intruders engaged in violence against a family living in the home theyâ€™re robbing arenâ€™t entitled to â€œself-defenseâ€ during their crime. Even axioms can be disproved in context! https://t.co/uPbMRQHaYI","['HertfordshireI' 'RavalliRepublic' 'brajTheSinger' 'theforeverman' 'noa_landau']"
2013-10-23 03:45:48,1,19keys_,For centuries Muslims and Jews lived in this part of the world in peace and harmony. Then suddenly a conflict erupts where claims and counter claims are made. What caused the change? What are the roots of conflict in Palestine?\nhttps://t.co/kSDgPWaU6S,"['HertfordshireI' 'RavalliRepublic' 'brajTheSinger' 'theforeverman' 'noa_landau']"
2013-03-31 17:30:26,0,19keys_,"It’s true that Jews were not coded as white in Europe, very much the opposite. And that our white privilege in the US is conditional. \n\nAND it’s also true that in the US, built as it is (literally) on antiblackness, I am seen as white &amp; afforded the protections of whiteness in + https://t.co/iYQzwlvgSZ","['HertfordshireI' 'RavalliRepublic' 'brajTheSinger' 'theforeverman' 'noa_landau']"
2013-05-10 17:51:00,1,19keys_,"Note that I always now use the term Zionist State, or Zionists, not ""Israel."" Why? Because nobody can show me ""Israel"" on a map. It's a nation with no declared borders, which means it's not a nation at all.","['HertfordshireI' 'RavalliRepublic' 'brajTheSinger' 'theforeverman' 'noa_landau']"
2013-02-09 21:54:31,0,1HollandSupport,"Richard Spencer is a fucking Nazi.\nDon't believe it?\nListen to this.\n\n""Little fucking kikes, they get ruled by people like me. Little fucking octaroons. My ancestors enslaved those pieces of fucking shit."" via @Avi_Bueno\n#mondaymorning @mondaymotivation \nhttps://t.co/zGMD8inyyJ",['MikeTibbits' 'MagnusApolo' 'DNy1818' 'Eselt1' 'JSBNKJM']
2013-05-24 09:59:01,0,1HollandSupport,"@charlespooter4 @miriammirwitch Which canary article specifically accuses Jews of weaponising antisemitism? If it is an editorial only accusing Jews then I'd agree, but I haven't seen that article.",['MikeTibbits' 'MagnusApolo' 'DNy1818' 'Eselt1' 'JSBNKJM']
2013-02-06 09:47:55,0,1HollandSupport,"RT @JimMurp77852985: 2/ ""Name any â€œidentifiedâ€ group in Canada, other than Jews, towards which you could drag out a phrase like â€œbags of feces,â€ couple it with â€œbullet to the head,â€ put these phrases on Twitter.....",['MikeTibbits' 'MagnusApolo' 'DNy1818' 'Eselt1' 'JSBNKJM']
2013-05-19 21:11:22,0,1HollandSupport,President @realDonaldTrump promised he would move the US Embassy in Israel to Jerusalem and he kept that promise! Thank you Prime Minister @netanyahu for meeting at our new @usembassyjlm! https://t.co/3AQejbqJl0,['MikeTibbits' 'MagnusApolo' 'DNy1818' 'Eselt1' 'JSBNKJM']
2013-04-15 23:59:23,0,1HollandSupport,@MysticFook I've always been really critical of Israel. If he can beat romero then he really got my respect,['MikeTibbits' 'MagnusApolo' 'DNy1818' 'Eselt1' 'JSBNKJM']
2013-09-15 08:02:20,0,1stillstanding2,"Shontel Brown is the incumbent Democrat serving OH-11. She voted with President Biden 100% of the time and is endorsed by the CPC.\n\nSo why are Leftists backing Nina Turner, who said voting for Biden is like ""eating s-it"".\n\nMy guess: Shontel, unlike Nina, does not hate Jews.","['smerkinkones' 'FergalSheehy' 'UluTaboo' 'emet_news_press' 'larsondavid034']"
2013-09-03 21:19:29,0,1stillstanding2,My Great-Grandpa Leo- He fled Poland before the Nazi invasion in 1939 which saved him and his wife’s lives as they were Orthodox Jews. Because of his choice I am alive today. He also rocked the fedora! #oldisgold https://t.co/Zi5t5ymKBh,"['smerkinkones' 'FergalSheehy' 'UluTaboo' 'emet_news_press' 'larsondavid034']"
2013-06-11 03:50:28,0,1stillstanding2,@FoodAprecianado not so fun fact: There actually was a 'Jews for Hitler' group in early Nazi Germany\nhttps://t.co/Mzdk0zT1D4,"['smerkinkones' 'FergalSheehy' 'UluTaboo' 'emet_news_press' 'larsondavid034']"
2013-11-03 06:32:21,0,2131Jan,"Jews and Muslims. Chants in Hebrew and Arabic.\n\nThis is the protest tonight in the streets of Tel Aviv against Trump’s “peace plan.”\n\nTrump is rejected not just in the United States, but around the world.\n\n https://t.co/K7wWDSp92U",['Thass283' 'ynkutner' 'OtherJohnII' 'bindawa_peace' 'devoltadetot']
2013-01-16 00:17:58,0,2131Jan,"ICYMI, here's my new op-ed ""There Is No Democracy in Israel While the Occupation Continues"" https://t.co/muCWvjHkhg",['Thass283' 'ynkutner' 'OtherJohnII' 'bindawa_peace' 'devoltadetot']
2012-12-11 03:31:38,0,2131Jan,@avi_toryGOP Orthodox is an American Term\nWe Jews Never Imitate the Relgious practices of others.Orthodox namewas created to distinguish the Newly formed stream from Original \nBoth wanted to call themselves Traditional.A Compromise was made and Orthodox and Conservative as to Concerve Judaism https://t.co/OJXaM79N8p,['Thass283' 'ynkutner' 'OtherJohnII' 'bindawa_peace' 'devoltadetot']
2013-04-23 03:34:28,0,2131Jan,"@HRCs_bitch @georgeulrich14 @thehill First, Ross' monkey had more screen time than those lesbians, so you don't know what representation means. Second, I never said diversity is only race. You're a liar. Third, Italians and Jews are very well represented in media, that's more of the same and therefore not diverse.",['Thass283' 'ynkutner' 'OtherJohnII' 'bindawa_peace' 'devoltadetot']
2013-05-29 18:31:38,0,2131Jan,"If Jews were killed &amp; driven out of Jerusalem, would Israel do something about it or keep on blaming Hamas &amp; Fatah?\n\nWe HAVE to accept that we are a weak nation. That will be the first step towards giving justice to Kashmiri Hindus. My views on @TimesNow: https://t.co/aLtWqA4oHk",['Thass283' 'ynkutner' 'OtherJohnII' 'bindawa_peace' 'devoltadetot']
2013-04-03 11:54:46,0,2131Jan,@KirstenFeldges @alfa2wojtek @EP_President @EU_Commission And fun fact: some Nobel prices are actually Jewish not German. Those Jews who Germans did not perceive as human beings but as pests. And they Germans come and say “we had Nobel prizes”. \n\nDear lady- you are such a typical German that you cannot be more.,['Thass283' 'ynkutner' 'OtherJohnII' 'bindawa_peace' 'devoltadetot']
2013-03-20 04:20:44,0,2131Jan,Can someone explain to me why Chabad is more chill w fucking messianics than they are w sefardic jews lol,['Thass283' 'ynkutner' 'OtherJohnII' 'bindawa_peace' 'devoltadetot']
2012-12-31 22:54:09,0,2131Jan,"We continue remember today &amp; every day the victims of #Holocaust: 6 million Jews, 2 million #Gypsy/#Roma &amp; 15 thousand #LGBT people -and those killed in subsequent genocides around the world. 🙏🙇❤️🕊💐\n#Love, #peace, #solidarity\n#HMD2020 #StandingTogether #NoHateSpeechUK #nohate https://t.co/FSqB35kjIt",['Thass283' 'ynkutner' 'OtherJohnII' 'bindawa_peace' 'devoltadetot']
2013-11-25 19:16:34,0,27kislev5719,Today has seen Jews reduced to a political football (again) to attack the left (again).\n\nTo all Jewish Communal Organisations celebrating this blatant partisan opportunism - have some self-respect!,['WaymolWazza' '2ndAmendmentX' 'Jerseyguy427' 'MiddleEastMnt' 'bigharb06']
2012-12-04 08:45:14,0,27kislev5719,"This Israeli girl said\n\n""they have a university in Gaza, they're not opressed""\n\nWhere is the correlation?\n\nIsrael doesn't allow Gaza to export gas or anything out of Gaza, they live in an open air prison. https://t.co/sy4h9IYUxL",['WaymolWazza' '2ndAmendmentX' 'Jerseyguy427' 'MiddleEastMnt' 'bigharb06']
2013-03-12 09:41:00,0,27kislev5719,RT @MarkLevineNYC: For everyone who needs to hear this: American Jews are Americans.,['WaymolWazza' '2ndAmendmentX' 'Jerseyguy427' 'MiddleEastMnt' 'bigharb06']
2013-06-21 05:20:42,0,27kislev5719,"BREAKING: #GazaUnderAttack Israel Renewed It’s Attacks On Gaza, East Of Beit Lahia (Northern Gaza), for the 10th night in a row.\n\nGaza armed groups have just fired rockets into Sderot, successfully overcoming Israeli air defences and hitting a home, 4 injured (most panic attacks)",['WaymolWazza' '2ndAmendmentX' 'Jerseyguy427' 'MiddleEastMnt' 'bigharb06']
2013-09-10 15:55:23,0,27kislev5719,RT @IsraelBritain: Is #Israel ðŸ‡®ðŸ‡± the only country in the world taking the #Iranian ðŸ‡®ðŸ‡· #nuclear #threat seriously? #wakeup ðŸŒŽ https://t.co/oRke6r6WYR,['WaymolWazza' '2ndAmendmentX' 'Jerseyguy427' 'MiddleEastMnt' 'bigharb06']
2013-09-22 06:09:25,0,27kislev5719,"@JLGarsh @criticalthotcop I've been actively trying to get her fired for months for her support of the insurrection, she's anti-mask, she's anti-LGBTQ. But Lucasfilm and Disney were keeping her on until she offended them with nazi posts. Comparing cancel culture of Republicans to persecuted Jews.",['WaymolWazza' '2ndAmendmentX' 'Jerseyguy427' 'MiddleEastMnt' 'bigharb06']
2013-07-21 10:54:39,0,28Fatem,RT @TimesofIsrael: Knesset to swear in Israelâ€™s 37th government as Netanyahu returns to power https://t.co/NdZTQVXXhw,['Kh9syl' 'ihaveadreamanna' 'JustSaracen' 'helen_it' 'GodLovesUgly22']
2013-04-23 18:47:51,0,28Fatem,@JewishIdentity @EdenLevov @jewlicious Indeed it is very foolish for Zionists to pay. I am a proud Zionist as I dont hide that but yes some things we do are idiotic and very foolish so we kind of agree a bit 😘\n\nBut r U saying Chillal Hasehm does not apply to Jews who are Zionists?\n1/2,['Kh9syl' 'ihaveadreamanna' 'JustSaracen' 'helen_it' 'GodLovesUgly22']
2013-03-27 02:08:16,0,28Fatem,RT @theIMEU: Israeli forces are firing stun grenades INSIDE a medical clinic. Full of medics and Palestinians THEY injured. In the middle of a pandemic. While Israel continues to deny Palestinians vaccines. Layer upon layer of violence. https://t.co/3DBQBhpNAz,['Kh9syl' 'ihaveadreamanna' 'JustSaracen' 'helen_it' 'GodLovesUgly22']
2013-06-03 01:40:38,0,28Fatem,1 April : RUSSIAN FM\n2 April: Nepal PM\n\nIsrael top officials visit postponed,['Kh9syl' 'ihaveadreamanna' 'JustSaracen' 'helen_it' 'GodLovesUgly22']
2013-08-25 10:16:07,0,2Curdz,"@Wilson__Valdez Dude, that theory was lit. He got everyone in there besides the Bilderbergers and the 5 Jews who plan the world economy each year at a lodge on the Greifensee","['PearsInstitute' 'rogue_shoes' 'alimasarwah' 'Singhradhika360' 'joy_djkr71']"
2012-11-30 13:43:35,0,2Curdz,@anewjusta It's too unsettling to teach the Holocaust. And it was only Jews... So there's that... &lt;insert sarcasm font&gt;,"['PearsInstitute' 'rogue_shoes' 'alimasarwah' 'Singhradhika360' 'joy_djkr71']"
2013-09-10 07:43:55,0,2Curdz,"7 April 1944 | A Dutch Jewish boy, David Ossendrijver, was murdered in a gas chamber in #Auschwitz II-Birkenau. \n\nHe was born in Rotterdam on 5 September 1932. He was deported from #Westerbork in a group of 240 Jews. 111 of them were selected to be killed.\n\nHe was 11 years old. https://t.co/KCDyNqGL1J","['PearsInstitute' 'rogue_shoes' 'alimasarwah' 'Singhradhika360' 'joy_djkr71']"
2013-08-25 02:36:45,0,2Curdz,@drmistercody Get Shapiro in here so we can have a racist Red and Green show. “If she doesn’t find you handsome she should at least find that you hate ‘ethnic Jews’”,"['PearsInstitute' 'rogue_shoes' 'alimasarwah' 'Singhradhika360' 'joy_djkr71']"
2013-07-10 00:53:54,0,2Curdz,"@Attila_returns1 @IDF You know that this isn't true. Muslims are allowed to live peacefully within Israel and participate within the government. The same cannot be said for the other way around. If Hamas were to stop attacking, IDF would stop responding.","['PearsInstitute' 'rogue_shoes' 'alimasarwah' 'Singhradhika360' 'joy_djkr71']"
2013-01-12 10:52:27,0,2_breana,I was meant to talk about Palestinian kids at the UN. Israel forced me out https://t.co/jbMfgEavgX,['Emfish28' 'rmck2bbc' 'soloaper' 'majorityvoter5' 'nath4nglx']
2013-04-05 17:05:03,0,2_breana,Peace and love at pride. Except for the kikes https://t.co/zjGaIMS7I0,['Emfish28' 'rmck2bbc' 'soloaper' 'majorityvoter5' 'nath4nglx']
2013-03-02 02:02:29,0,2ndAmendmentX,The Gerard Henderson/News Corp book of perspective:\n1. There were worse bushfires.\n2. Many Jews survived the Holocaust.\n3. Not everyone got the Spanish Flu.\n4. The rebuilt luxury hotels after the tsunami.\n5. Hiroshima is very pretty these days. \n6.Pol Pot did a lot for farming.,['TachiMine' 'Jahaza' 'ashleyblair21' 'Emfish28' 'emjaymoney']
2013-11-05 15:58:43,0,2ndAmendmentX,"Inside info : Indian diplomacy is working very hard with US, Israel , Arab  to establish good relation btw israel and arab world no wonder if India could be consider as OIC member in future.",['TachiMine' 'Jahaza' 'ashleyblair21' 'Emfish28' 'emjaymoney']
2013-06-22 03:38:13,0,2ndAmendmentX,"Of course, for Jews who are not believers in Jesus, the day is a date like any other. But for Jewish believers, Yeshua’s resurrection is traced back to the Hebrew Bible. David writes in Psalm 16:10: “For you will not abandon my soul to Sheol, or let your holy one see corruption.”",['TachiMine' 'Jahaza' 'ashleyblair21' 'Emfish28' 'emjaymoney']
2013-09-04 11:25:11,0,2ndAmendmentX,"A new senior adviser at the Pentagon repeatedly said the US' support for Israel was the result of ""Israeli lobby"" money and accused prominent officials, including Secretary of State Mike Pompeo, of becoming ""very very rich,"" from their support for Israel https://t.co/ZJGZvT7gwi",['TachiMine' 'Jahaza' 'ashleyblair21' 'Emfish28' 'emjaymoney']
2013-04-04 18:44:02,1,2tftB5IwKX8PRC5,retweet if you agree that israel isn't a country https://t.co/IoQJNXPkM4,['cdngirl2015' 'bewellaotearoa' 'anavrittim' 'Grace516G' 'ynkutner']
2013-09-05 23:36:14,1,2tftB5IwKX8PRC5,"Food for thought:\n\n-~25m jews vs ~60m brahmins \n-2K years vs 10K years of existence \n-Jews faced only Nazi vs Brahmins faced Buddhists, Islamists, X-tians and now other Hindus",['cdngirl2015' 'bewellaotearoa' 'anavrittim' 'Grace516G' 'ynkutner']
2013-08-01 16:18:50,0,2tftB5IwKX8PRC5,Again BBC tried to connect RSS to Fascist Italy in its series on Modi\n\nDid BBC tell you?\n\n--Mussolini gifted Vatican to Pope\n\n--Pope declared Mussolini as man sent by God\n\n--Pope supported Mussolini's racist laws against Jews\n\nBBC demonizes Hindus but doesnt talk of Church crimes,['cdngirl2015' 'bewellaotearoa' 'anavrittim' 'Grace516G' 'ynkutner']
2013-11-06 07:41:19,1,2tftB5IwKX8PRC5,@PSCBrixton @imemcnews IDF = zionazis - #BDS is the answer,['cdngirl2015' 'bewellaotearoa' 'anavrittim' 'Grace516G' 'ynkutner']
2013-04-02 04:37:18,0,2tftB5IwKX8PRC5,@TenjoDero @guardian Palestine denied aid from Israel and pro Israeli countries. Just another reason the Palestinian government is the biggest enemy of Palestine,['cdngirl2015' 'bewellaotearoa' 'anavrittim' 'Grace516G' 'ynkutner']
2013-03-09 02:35:23,1,2tftB5IwKX8PRC5,"Well of course it is, the headchoppers are the ZioNazi #USA's favourite Arab allies..(Saudi Arabia's jailing &amp; torture of businessmen ‘creative and efficient’ – Morgan Stanley boss) News https://t.co/JAwI8a3Xc1 #CapeTown #SouthAfrica",['cdngirl2015' 'bewellaotearoa' 'anavrittim' 'Grace516G' 'ynkutner']
2013-10-12 16:36:40,1,2tftB5IwKX8PRC5,@swilkinsonbc Is the UN still looking in the opposite direction from ZioNazi Israel’s War Crimes?,['cdngirl2015' 'bewellaotearoa' 'anavrittim' 'Grace516G' 'ynkutner']
2013-09-16 11:09:36,0,3klon6,@Kea_AM I haven't but I know that story. Watched it in a different doccie. I do t want to argue about America and its kakkedness. They are not keen to hold Israel accountable for this. And Shireen's murder. https://t.co/yHKHQq6xY6,['Just_anIsraeli' 'Catjaan1' 'DrJillBecker' 'monicadamb' 'Cristia99766251']
2013-11-18 02:19:32,0,3klon6,"RT @ImtiazDilmir3: TheShiiteIranianRevolution has rendered the famous prediction of Ibn Taymiya true where he mentioned that whenever Jews will have a country of their own near Iraq, you will find Shiites to be their biggest supporters  Khomeini The Accursed  #ÛŒÙˆÙ…_Ù…Ø±Ú¯_Ø®Ù…ÛŒÙ†ÛŒ_Ø¯ÛØ´ØªÚ¯Ø±Ø¯Ø²Ù†Ø¯ÛŒÙ‚ IDR",['Just_anIsraeli' 'Catjaan1' 'DrJillBecker' 'monicadamb' 'Cristia99766251']
2013-07-18 02:43:33,0,3klon6,Transgender people attacked = transphobia.\nMuslims attacked = Islamophobia.\nAsians attacked = anti-Asian hatred.\nJews attacked = unknown motive.,['Just_anIsraeli' 'Catjaan1' 'DrJillBecker' 'monicadamb' 'Cristia99766251']
2013-09-13 13:33:19,1,3klon6,🐒 Did you know? #MAGA The only thing preventing kikes controversially is dog on grog xD Mad . 🏫 🚄 🚚 🚞 🗼 🌽 🙏 🍐 🐲 🐥 🐽 4⃣,['Just_anIsraeli' 'Catjaan1' 'DrJillBecker' 'monicadamb' 'Cristia99766251']
2012-12-15 02:18:16,1,3klon6,"🆕 Nowadays, #MAGA The only thing preventing kikes heading up in the world could have been due to the lack of Jobs and Growth ? #alternativefacts :) 🎩",['Just_anIsraeli' 'Catjaan1' 'DrJillBecker' 'monicadamb' 'Cristia99766251']
2012-11-30 14:00:11,1,3klon6,@PorkNCheesee Off course. Hitler's Life is the story of a POC painter and war veteran oppressed and marginalized by whites (jews),['Just_anIsraeli' 'Catjaan1' 'DrJillBecker' 'monicadamb' 'Cristia99766251']
2013-06-24 03:07:35,1,3klon6,@Ibutterfly34 Why would Jews vote Democrat?,['Just_anIsraeli' 'Catjaan1' 'DrJillBecker' 'monicadamb' 'Cristia99766251']
2013-11-14 01:23:15,0,48thAve,IS SAYING SUNDAY IS SABBATH. MAYBE THERE R JEWS IN ISRAEL WHO R NOT OBSERVING SABBATH. ELIJAH CRIED OUT TO GOD NO ONE OF THE JEWS IS OBSERVING ONLY HIM AND HE PRAYED THAT IT WOULDN'T RAIN FOR 3 YEARS. AND IT DIDN'T,['atha_mac' 'ghostladyy' 'ynkutner' 'GOPBluePrint' 'MetschSusana']
2013-09-19 09:42:14,0,48thAve,@KvesZoltn @ruskhat @thomasg2626 @CodornicesPark @RepRashida Keep it civil? You were just dismissing the assassination of a journalist by the IDF as if it were somehow anti-semitic to hold Israel accountable for war crimes. You must not be Jewish because no one who loves God would act like that.,['atha_mac' 'ghostladyy' 'ynkutner' 'GOPBluePrint' 'MetschSusana']
2013-02-27 02:17:35,0,4U_WTF,"19 February 1912 | A Dutch Jew, Mozes de Wolf, was born in Amsterdam. \n\nHe arrived at #Auschwitz on 21 October 1942 in a transport of 1,327 Jews deported from Westerbork.\nNo. 69666\nHe perished in the camp on 17 February 1943, two days before his 31st birthday. https://t.co/RlUqkIeYHG","['andrewdavidcleg' 'davidalove' 'AlRawand3' 'capedjoosader' 'Iqbalwaheed17']"
2013-01-29 13:39:12,1,4U_WTF,I was naming Jews before it was cool,"['andrewdavidcleg' 'davidalove' 'AlRawand3' 'capedjoosader' 'Iqbalwaheed17']"
2013-10-17 13:22:16,1,4U_WTF,"RT @RashidaTlaib: Israel targeting media sources is so the world can't see Israel's war crimes led by the apartheid-in-chief Netanyahu.  It's so the world can't see the killing of babies, children and their parents.  It's so the world can't see Palestinians being massacred. https://t.co/AvDp3IuxUA","['andrewdavidcleg' 'davidalove' 'AlRawand3' 'capedjoosader' 'Iqbalwaheed17']"
2013-11-09 16:23:40,1,4U_WTF,"Tell me again how Judaism is not ZioNazism.  ""It's an evil society. Carpet bomb the lot of them.""  Rabbi David Bar-Hayim  https://t.co/h6tbHGb7pC","['andrewdavidcleg' 'davidalove' 'AlRawand3' 'capedjoosader' 'Iqbalwaheed17']"
2013-01-01 15:37:38,1,4U_WTF,"Hey @PUMA, your ""we don't do politics"" excuse couldn't be flimsier. Your hypocrisy couldn't be more evident.\n\nUntil you end support for Israel's regime of military occupation and apartheid, I'll choose #BoycottPUMA not #PumaFam. https://t.co/Cdj1i1Gihi https://t.co/iF8Eo24kua","['andrewdavidcleg' 'davidalove' 'AlRawand3' 'capedjoosader' 'Iqbalwaheed17']"
